sample,species,%_of_10_best_matches=species,top_hit_distance,top_hit_p_value,top_hit_shared_hashes,num_genomes,maximum_genome_length,minimum_genome_length,result,filename,total_length,number,mean_length,longest,shortest,N_count,Gaps,N50,N50n,N70,N70n,N90,N90n,#IID,HOM_REF_CT,HOM_ALT_SNP_CT,HET_SNP_CT,DIPLOID_TRANSITION_CT,DIPLOID_TRANSVERSION_CT,DIPLOID_NONSNP_NONSYMBOLIC_CT,DIPLOID_SINGLETON_CT,HAP_REF_INCL_FEMALE_Y_CT,HAP_ALT_INCL_FEMALE_Y_CT,MISSING_INCL_FEMALE_Y_CT,Contamination_Antony,Contamination_Julio,Contamination,Host,Collection_Year,Continent,Country,Dataset,Research_Point,Date_Collected,State_grocery,Organic_RWA,State,CA,Notes,GWU_RUN_NAME,Isolate_submitted,lat,lon,ST_Enterobase,ST_Pasteur,speciator
SB279406558,Escherichia coli,100.0,0.00900687,0.0,706/1000,823.0,6162737,3976195,good,SB279406558,5021111.0,149.0,33698.73,405617.0,78.0,485.0,5.0,209172.0,9.0,118154.0,15.0,57135.0,26.0,SB279406558,695279.0,39969.0,334.0,28762.0,11004.0,0.0,5.0,0.0,0.0,36.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2018.0,North America,United States,SB27,26_KP_FUTI_CN-042_M2,19/06/2018,CA,1.0,California,1.0,,WELLCOME_Run_6,Escherichia coli,36.7014631,-118.755997,1844,0a654dd4987b2a2884e82e8ac1f059d3223b3c4f,Escherichia coli
SB277889754,Escherichia coli,100.0,0.00216198,0.0,915/1000,823.0,6162737,3976195,good,SB277889754,4849682.0,156.0,31087.71,433546.0,78.0,781.0,8.0,208104.0,8.0,185755.0,13.0,46516.0,23.0,SB277889754,645356.0,13817.0,157.0,9820.0,3933.0,0.0,14.0,0.0,0.0,62317.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2017.0,North America,United States,SB27,16_KP_FUTI_CN-017,26/12/2017,CA,0.0,California,1.0,,WELLCOME_Run_1,Escherichia coli,36.7014631,-118.755997,9862,708,Escherichia coli
SB279406886,Escherichia coli,100.0,0.00705245,0.0,758/1000,823.0,6162737,3976195,good,SB279406886,5954697.0,2619.0,2273.65,716893.0,78.0,1815.0,60.0,467668.0,5.0,155635.0,10.0,450.0,601.0,SB279406886,628581.0,98205.0,128.0,71693.0,25565.0,0.0,16.0,0.0,0.0,44.0,Non contaminated,Non contaminated,Non contaminated,Human,2019.0,North America,United States,SB27,16566_KP_Clinical,02/04/2019,,,,,,WELLCOME_Run_6,Escherichia coli,,,131,9,Escherichia coli
SB2710441915,Escherichia coli,100.0,0.00666341,0.0,769/1000,823.0,6162737,3976195,good,SB2710441915,4872011.0,416.0,11711.56,441553.0,78.0,1182.0,13.0,90946.0,16.0,50270.0,31.0,20964.0,60.0,SB2710441915,769343.0,46992.0,443.0,34049.0,12781.0,0.0,94.0,0.0,0.0,21.0,Non contaminated,Non contaminated,Non contaminated,Beef,2018.0,North America,United States,SB27,2_KP_FUTI_CN-051_M4,20/08/2018,CA,0.0,Missouri,0.0,,WELLCOME_Run_8,Escherichia coli,38.7604815,-92.5617875,1434,817,Escherichia coli
SB2710442892,Escherichia coli,100.0,0.00842259,0.0,721/1000,823.0,6162737,3976195,good,SB2710442892,4955843.0,252.0,19666.04,862465.0,78.0,593.0,6.0,160845.0,9.0,105093.0,17.0,40667.0,34.0,SB2710442892,778276.0,37593.0,911.0,27400.0,10589.0,0.0,226.0,0.0,0.0,30.0,Non contaminated,Non contaminated,Non contaminated,Beef,2020.0,North America,United States,SB27,15_KP_FUTI_CN-113_M4,27/01/2020,CA,1.0,California,1.0,,WELLCOME_Run_8,Escherichia coli,36.7014631,-118.755997,1007,20191a3bce15c52f73d53d0999b2b543e243d711,Escherichia coli
SB279407291,Escherichia coli,100.0,0.00360762,0.0,864/1000,823.0,6162737,3976195,good,SB279407291,5009907.0,198.0,25302.56,745313.0,78.0,773.0,8.0,354957.0,6.0,268565.0,9.0,129064.0,14.0,SB279407291,628713.0,97356.0,827.0,71791.0,25433.0,0.0,26.0,0.0,0.0,75.0,Non contaminated,Non contaminated,Non contaminated,Human,2019.0,North America,United States,SB27,20668_KP_Clinical,25/09/2019,,,,,,WELLCOME_Run_6,Escherichia coli,,,141,10,Escherichia coli
SB279407266,Escherichia coli,100.0,0.00375609,0.0,859/1000,823.0,6162737,3976195,good,SB279407266,5102613.0,195.0,26167.25,534755.0,78.0,679.0,7.0,250557.0,7.0,193705.0,12.0,129071.0,17.0,SB279407266,629265.0,96918.0,720.0,71489.0,25272.0,0.0,38.0,0.0,0.0,64.0,Non contaminated,Non contaminated,Non contaminated,Human,2019.0,North America,United States,SB27,20497_KP_Clinical,19/09/2019,,,,,,WELLCOME_Run_6,Escherichia coli,,,141,10,Escherichia coli
SB277889524,Escherichia coli,100.0,0.00489536,0.0,822/1000,823.0,6162737,3976195,good,SB277889524,5227251.0,224.0,23335.94,430575.0,78.0,874.0,9.0,212324.0,9.0,154560.0,15.0,41357.0,28.0,SB277889524,612501.0,36176.0,367.0,26098.0,10050.0,0.0,3.0,0.0,0.0,72603.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2017.0,North America,United States,SB27,28_KP_FUTI_CN-010,06/11/2017,CA,0.0,California,1.0,,WELLCOME_Run_1,Escherichia coli,36.7014631,-118.755997,101,88,Escherichia coli
SB2710445045,Escherichia coli,100.0,0.00680395,0.0,765/1000,823.0,6162737,3976195,good,SB2710445045,4919092.0,172.0,28599.37,704488.0,78.0,496.0,6.0,397396.0,5.0,183159.0,9.0,86816.0,16.0,SB2710445045,674092.0,95116.0,385.0,70082.0,24585.0,0.0,139.0,0.0,0.0,147.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,11263_KP_Clinical,03/08/2018,,,,,,WELLCOME_Run_9,Escherichia coli,,,429,a0ea19b24c714ce26a2c394aa1400435a87fd18e,Escherichia coli
SB278790259,Escherichia coli,100.0,0.00257463,0.0,900/1000,823.0,6162737,3976195,good,SB278790259,4688132.0,253.0,18530.17,284186.0,78.0,976.0,10.0,97570.0,17.0,55683.0,29.0,32158.0,51.0,SB278790259,578411.0,46252.0,279.0,33581.0,12563.0,0.0,579.0,0.0,0.0,96705.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,11985_KP_Clinical,30/08/2018,,,,,,WELLCOME_Run_3,Escherichia coli,,,216,6565f9620126c4bdd219f3fa93df47a132114ce0,Escherichia coli
SB2710445239,Escherichia coli,100.0,0.00600989,0.0,788/1000,823.0,6162737,3976195,good,SB2710445239,4946525.0,462.0,10706.76,345815.0,78.0,1765.0,18.0,83460.0,19.0,45101.0,35.0,17453.0,67.0,SB2710445239,721789.0,47614.0,305.0,34526.0,12863.0,0.0,62.0,0.0,0.0,24.0,Non contaminated,Non contaminated,Non contaminated,Pork,2019.0,North America,United States,SB27,5_KP_FUTI_CN-095_M3,05/08/2019,CA,0.0,California,1.0,,WELLCOME_Run_9,Escherichia coli,36.7014631,-118.755997,1434,817,Escherichia coli
SB277889548,Escherichia coli,100.0,0.00294054,0.0,887/1000,823.0,6162737,3976195,good,SB277889548,5282005.0,410.0,12882.94,486630.0,78.0,1074.0,11.0,194968.0,9.0,107976.0,17.0,27639.0,35.0,SB277889548,532099.0,87797.0,952.0,64616.0,23453.0,0.0,11.0,0.0,0.0,100803.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2017.0,North America,United States,SB27,15_KP_FUTI_CN-011,13/11/2017,CA,1.0,California,1.0,,WELLCOME_Run_1,Escherichia coli,36.7014631,-118.755997,117,48,Escherichia coli
SB277889768,Escherichia coli,100.0,0.00560872,0.0,800/1000,823.0,6162737,3976195,good,SB277889768,5269816.0,657.0,8021.03,423779.0,78.0,877.0,9.0,115654.0,14.0,64276.0,26.0,18659.0,52.0,SB277889768,597550.0,50345.0,877.0,36847.0,13890.0,0.0,529.0,0.0,0.0,72897.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2017.0,North America,United States,SB27,34_KP_FUTI_CN-017,26/12/2017,CA,1.0,Nebraska,0.0,,WELLCOME_Run_1,Escherichia coli,41.7370229,-99.5873816,10,478,Escherichia coli
SB278791489,Escherichia coli,100.0,0.00511931,0.0,815/1000,823.0,6162737,3976195,good,SB278791489,5014553.0,212.0,23653.55,696206.0,78.0,786.0,8.0,344822.0,5.0,192654.0,9.0,111240.0,15.0,SB278791489,695428.0,39636.0,561.0,28678.0,11026.0,0.0,269.0,0.0,0.0,8.0,Non contaminated,Non contaminated,Non contaminated,Beef,2018.0,North America,United States,SB27,12_KP_FUTI_CN-054_M4,11/09/2018,CA,1.0,California,1.0,,WELLCOME_Run_5,Escherichia coli,36.7014631,-118.755997,5082,aba89722d46892c30886fa7cbaeb9fc4a3a9e8cd,Escherichia coli
SB2710445475,Escherichia coli,100.0,0.00726808,0.0,752/1000,823.0,6162737,3976195,good,SB2710445475,4981960.0,283.0,17604.1,624347.0,78.0,888.0,9.0,260197.0,7.0,180938.0,12.0,55693.0,21.0,SB2710445475,700441.0,36838.0,515.0,26718.0,10153.0,0.0,8.0,0.0,0.0,34.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2018.0,North America,United States,SB27,4_KP_FUTI_CN-048_M2,30/07/2018,CA,1.0,Indiana,0.0,,WELLCOME_Run_9,Escherichia coli,40.3270127,-86.1746933,906,303,Escherichia coli
SB278791101,Escherichia coli,100.0,0.00296902,0.0,886/1000,823.0,6162737,3976195,good,SB278791101,4886037.0,116.0,42121.01,685194.0,78.0,483.0,5.0,465559.0,5.0,205509.0,8.0,110595.0,15.0,SB278791101,640089.0,95092.0,344.0,69878.0,24721.0,0.0,138.0,0.0,0.0,96.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,12385_KP_Clinical,26/09/2018,,,,,,WELLCOME_Run_4,Escherichia coli,,,127,22,Escherichia coli
SB278344941,Escherichia coli,100.0,0.010441,0.0,671/1000,823.0,6162737,3976195,good,SB278344941,5556810.0,372.0,14937.66,1064654.0,78.0,875.0,9.0,200307.0,9.0,141243.0,15.0,24393.0,34.0,SB278344941,535165.0,86510.0,791.0,63075.0,23520.0,0.0,273.0,0.0,0.0,38.0,Non contaminated,Non contaminated,Non contaminated,Human,2017.0,North America,United States,SB27,5233_KP_Clinical,16/11/2017,,,,,,WELLCOME_Run_2,Escherichia coli,,,10931,77,Escherichia coli
SB278790333,Escherichia coli,100.0,0.000656154,0.0,973/1000,823.0,6162737,3976195,good,SB278790333,5097065.0,199.0,25613.39,690105.0,78.0,1374.0,14.0,237237.0,6.0,172836.0,11.0,113616.0,18.0,SB278790333,529996.0,92055.0,389.0,67567.0,24023.0,0.0,30.0,0.0,0.0,60.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,11175_KP_Clinical,31/07/2018,,,,,,WELLCOME_Run_3,Escherichia coli,,,1193,53,Escherichia coli
SB279408523,Escherichia coli,100.0,0.00804257,0.0,731/1000,823.0,6162737,3976195,good,SB279408523,5095788.0,259.0,19674.86,424469.0,78.0,589.0,6.0,181114.0,9.0,101888.0,17.0,43703.0,31.0,SB279408523,768659.0,38999.0,535.0,28056.0,10901.0,0.0,77.0,0.0,0.0,40.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2019.0,North America,United States,SB27,52_KP_FUTI_CN-105_M1,28/10/2019,CA,1.0,California,1.0,,WELLCOME_Run_6,Escherichia coli,36.7014631,-118.755997,212,f3982d6f8a5b94194197a11d0ad7865e52f688f5,Escherichia coli
SB279407951,Escherichia coli,100.0,0.0028554,0.0,890/1000,823.0,6162737,3976195,good,SB279407951,5010560.0,244.0,20535.08,873324.0,78.0,786.0,8.0,205803.0,8.0,127940.0,14.0,46020.0,25.0,SB279407951,602274.0,49852.0,367.0,36209.0,13517.0,0.0,58.0,0.0,0.0,69162.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2019.0,North America,United States,SB27,20_KP_FUTI_CN-076_M1,11/03/2019,CA,1.0,Nebraska,0.0,,WELLCOME_Run_6,Escherichia coli,41.7370229,-99.5873816,2223,3b7952c5b5ef6d82a2208179c1dd99efa16ca562,Shigella
SB278790371,Escherichia coli,100.0,0.00348975,0.0,868/1000,823.0,6162737,3976195,good,SB278790371,5035995.0,208.0,24211.51,355558.0,78.0,681.0,7.0,194047.0,10.0,133463.0,16.0,49112.0,27.0,SB278790371,526466.0,95281.0,706.0,69971.0,25126.0,0.0,187.0,0.0,0.0,43.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,11643_KP_Clinical,17/08/2018,,,,,,WELLCOME_Run_3,Escherichia coli,,,421,70,Escherichia coli
SB2710441510,Escherichia coli,100.0,0.00645455,0.0,775/1000,823.0,6162737,3976195,good,SB2710441510,4734526.0,263.0,18002.0,553075.0,78.0,581.0,6.0,194980.0,8.0,136904.0,14.0,76615.0,23.0,SB2710441510,778351.0,37836.0,614.0,27369.0,10421.0,0.0,176.0,0.0,0.0,4.0,Non contaminated,Non contaminated,Non contaminated,Beef,2021.0,North America,United States,SB27,9_KP_FUTI_CN-122_M4,10/05/2021,CA,0.0,California,1.0,,WELLCOME_Run_7,Escherichia coli,36.7014631,-118.755997,3559,24098e087077827a87c466f588eddbef517b8d27,Escherichia coli
SB278791824,Escherichia coli,100.0,0.00366686,0.0,862/1000,823.0,6162737,3976195,good,SB278791824,5172787.0,359.0,14408.88,413233.0,78.0,678.0,7.0,194756.0,10.0,145033.0,15.0,45832.0,28.0,SB278791824,644352.0,90004.0,1243.0,66177.0,24231.0,0.0,115.0,0.0,0.0,36.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2018.0,North America,United States,SB27,18_KP_FUTI_CN-027,05/03/2018,CA,0.0,California,1.0,,WELLCOME_Run_5,Escherichia coli,36.7014631,-118.755997,117,48,Escherichia coli
SB2710445583,Escherichia coli,100.0,0.0011856,0.0,952/1000,823.0,6162737,3976195,good,SB2710445583,5141406.0,159.0,32335.89,676022.0,78.0,594.0,6.0,388456.0,5.0,246156.0,9.0,81580.0,15.0,SB2710445583,639912.0,97032.0,815.0,71308.0,25452.0,0.0,17.0,0.0,0.0,106.0,Non contaminated,Non contaminated,Non contaminated,Human,2020.0,North America,United States,SB27,26601_KP_Clinical,14/07/2020,,,,,,WELLCOME_Run_9,Escherichia coli,,,95,b149e4541f43c8b0b94f9d51495127d4e2f4a92a,Escherichia coli
SB2710445528,Escherichia coli,100.0,0.00461146,0.0,831/1000,823.0,6162737,3976195,good,SB2710445528,5068368.0,172.0,29467.26,643872.0,78.0,698.0,8.0,208247.0,8.0,114877.0,15.0,41873.0,30.0,SB2710445528,493101.0,37695.0,674.0,27548.0,10447.0,0.0,279.0,0.0,0.0,30.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2019.0,North America,United States,SB27,22_KP_FUTI_CN-087_M2,03/06/2019,CA,1.0,California,1.0,,WELLCOME_Run_9,Escherichia coli,36.7014631,-118.755997,162,951,Escherichia coli
SB2711674010,Escherichia coli,100.0,0.00631659,0.0,779/1000,823.0,6162737,3976195,good,SB2711674010,5041554.0,311.0,16210.78,339428.0,78.0,1287.0,13.0,90765.0,16.0,53620.0,29.0,25465.0,56.0,SB2711674010,721486.0,47916.0,328.0,34577.0,13182.0,0.0,2.0,0.0,0.0,4.0,Non contaminated,Non contaminated,Non contaminated,Pork,2021.0,North America,United States,SB27,14_DC_MEAT_CN-134_M3,05/11/2021,DC,1.0,Pennsylvania,0.0,,WELLCOME_Run_9,Escherichia coli,40.9699889,-77.7278831,2606,769cd754a6516928752528fc8ef4b8e78469888b,Escherichia coli
SB279407377,Escherichia coli,100.0,0.00141786,0.0,943/1000,823.0,6162737,3976195,good,SB279407377,4952693.0,209.0,23697.1,506550.0,78.0,690.0,7.0,379352.0,6.0,190827.0,10.0,52458.0,19.0,SB279407377,629542.0,96948.0,351.0,71100.0,25254.0,0.0,8.0,0.0,0.0,136.0,Non contaminated,Non contaminated,Non contaminated,Human,2019.0,North America,United States,SB27,22509_KP_Clinical,12/12/2019,,,,,,WELLCOME_Run_6,Escherichia coli,,,131,506,Escherichia coli
SB2710445676,Escherichia coli,100.0,0.0024636,0.0,904/1000,823.0,6162737,3976195,good,SB2710445676,5015205.0,243.0,20638.7,510454.0,78.0,880.0,9.0,196667.0,8.0,135225.0,13.0,50694.0,25.0,SB2710445676,670893.0,97900.0,887.0,72037.0,25711.0,0.0,4.0,0.0,0.0,74.0,Non contaminated,Non contaminated,Non contaminated,Human,2020.0,North America,United States,SB27,25705_KP_Clinical,01/06/2020,,,,,,WELLCOME_Run_9,Escherichia coli,,,127,32,Escherichia coli
SB277889398,Escherichia coli,100.0,0.00296902,0.0,886/1000,823.0,6162737,3976195,good,SB277889398,4680214.0,184.0,25435.95,285270.0,78.0,1168.0,12.0,148771.0,12.0,82729.0,20.0,40892.0,36.0,SB277889398,586386.0,48022.0,268.0,34690.0,13115.0,0.0,157.0,0.0,0.0,86973.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2017.0,North America,United States,SB27,19_KP_FUTI_CN-006,06/10/2017,CA,1.0,Pennsylvania,0.0,,WELLCOME_Run_1,Escherichia coli,40.9699889,-77.7278831,10,2,Escherichia coli
SB279408801,Escherichia coli,100.0,0.00308338,0.0,882/1000,823.0,6162737,3976195,good,SB279408801,5051417.0,350.0,14432.62,363290.0,78.0,804.0,14.0,107698.0,13.0,71180.0,24.0,27649.0,45.0,SB279408801,770602.0,36723.0,864.0,26973.0,10269.0,0.0,88.0,0.0,0.0,45.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2020.0,North America,United States,SB27,5_KP_FUTI_CN-117_M2,24/02/2020,CA,0.0,Minnesota,0.0,,WELLCOME_Run_6,Escherichia coli,45.9896587,-94.6113288,297,666,Escherichia coli
SB2710441479,Escherichia coli,100.0,0.00641996,0.0,776/1000,823.0,6162737,3976195,good,SB2710441479,4652776.0,161.0,28899.23,797945.0,78.0,774.0,8.0,319706.0,5.0,214358.0,8.0,76620.0,15.0,SB2710441479,779544.0,36944.0,299.0,26537.0,10170.0,0.0,0.0,0.0,0.0,1.0,Non contaminated,Non contaminated,Non contaminated,Beef,2021.0,North America,United States,SB27,26_KP_FUTI_CN-121_M4,03/05/2021,CA,1.0,California,1.0,,WELLCOME_Run_7,Escherichia coli,36.7014631,-118.755997,5493,b098165ac083bfafae73f5eb8109079143f68092,Escherichia coli
SB278791484,Escherichia coli,100.0,0.0135508,0.0,603/1000,823.0,6162737,3976195,good,SB278791484,5080558.0,169.0,30062.47,508006.0,78.0,492.0,5.0,329399.0,6.0,162163.0,12.0,93324.0,20.0,SB278791484,687635.0,47736.0,230.0,34467.0,12989.0,0.0,1507.0,0.0,0.0,16.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2018.0,North America,United States,SB27,9_KP_FUTI_CN-062_M2,05/11/2018,CA,0.0,Wisconsin,0.0,,WELLCOME_Run_5,Escherichia coli,44.4308975,-89.6884637,aaa49c201d961c3c95183092777a647fde7845ac,044cda16bda791cf68b12295170e7fb22748db72,Escherichia coli
SB2710443058,Escherichia coli,100.0,0.0109571,0.0,659/1000,823.0,6162737,3976195,good,SB2710443058,5318331.0,315.0,16883.59,643817.0,78.0,987.0,10.0,277137.0,7.0,194657.0,11.0,62830.0,20.0,SB2710443058,524857.0,96735.0,804.0,71328.0,25376.0,0.0,1310.0,0.0,0.0,104.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2020.0,North America,United States,SB27,1_KP_FUTI_CN-118_M2,02/03/2020,CA,1.0,California,1.0,,WELLCOME_Run_8,Escherichia coli,36.7014631,-118.755997,1236,1095,Escherichia coli
SB2710445054,Escherichia coli,100.0,0.00857671,0.0,717/1000,823.0,6162737,3976195,good,SB2710445054,4641534.0,78.0,59506.85,540402.0,78.0,591.0,6.0,334386.0,6.0,310545.0,8.0,129306.0,13.0,SB2710445054,679834.0,89736.0,107.0,65199.0,23806.0,0.0,2073.0,0.0,0.0,61.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,12922_KP_Clinical,24/10/2018,,,,,,WELLCOME_Run_9,Escherichia coli,,,738,895,Escherichia coli
SB2710446068,Escherichia coli,100.0,0.00384578,0.0,856/1000,823.0,6162737,3976195,good,SB2710446068,5093595.0,267.0,19077.13,457698.0,78.0,583.0,6.0,306095.0,7.0,180003.0,12.0,41640.0,21.0,SB2710446068,640505.0,96154.0,1107.0,70785.0,25460.0,0.0,216.0,0.0,0.0,83.0,Non contaminated,Non contaminated,Non contaminated,Human,2017.0,North America,United States,SB27,4348_KP_Clinical,20/09/2017,,,,,,WELLCOME_Run_9,Escherichia coli,,,421,70,Escherichia coli
SB278790944,Escherichia coli,100.0,0.00486359,0.0,823/1000,823.0,6162737,3976195,good,SB278790944,5344940.0,226.0,23650.18,523623.0,78.0,981.0,10.0,337406.0,7.0,144196.0,12.0,54255.0,24.0,SB278790944,640426.0,94685.0,450.0,69595.0,24623.0,0.0,39.0,0.0,0.0,55.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,9719_KP_Clinical,29/05/2018,,,,,,WELLCOME_Run_4,Escherichia coli,,,404,6,Escherichia coli
SB278790543,Escherichia coli,100.0,0.00178577,0.0,929/1000,823.0,6162737,3976195,good,SB278790543,5041559.0,173.0,29141.96,676201.0,78.0,582.0,6.0,389666.0,5.0,288102.0,8.0,94991.0,15.0,SB278790543,525520.0,96414.0,507.0,70833.0,25204.0,0.0,56.0,0.0,0.0,55.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,13960_KP_Clinical,04/12/2018,,,,,,WELLCOME_Run_3,Escherichia coli,,,127,32,Escherichia coli
SB277889319,Escherichia coli,100.0,0.00662843,0.0,770/1000,823.0,6162737,3976195,good,SB277889319,4868197.0,222.0,21928.82,364260.0,78.0,786.0,8.0,111429.0,13.0,61537.0,26.0,30850.0,49.0,SB277889319,584106.0,45889.0,164.0,33083.0,12566.0,0.0,16.0,0.0,0.0,91488.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2017.0,North America,United States,SB27,2_KP_FUTI_CN-002,12/09/2017,CA,1.0,California,1.0,,WELLCOME_Run_1,Escherichia coli,36.7014631,-118.755997,399,661,Escherichia coli
SB2710441385,Escherichia coli,100.0,0.00470559,0.0,828/1000,823.0,6162737,3976195,good,SB2710441385,5358572.0,299.0,17921.65,384382.0,78.0,1078.0,12.0,185809.0,11.0,109028.0,18.0,39430.0,34.0,SB2710441385,624835.0,38817.0,614.0,28184.0,10820.0,0.0,244.0,0.0,0.0,57390.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2021.0,North America,United States,SB27,13_KP_FUTI_CN-120_M2,26/04/2021,CA,0.0,California,1.0,,WELLCOME_Run_7,Escherichia coli,36.7014631,-118.755997,602,534,Escherichia coli
SB2711674043,Escherichia coli,100.0,0.00755945,0.0,744/1000,823.0,6162737,3976195,good,SB2711674043,4817312.0,232.0,20764.28,438516.0,78.0,487.0,5.0,192719.0,9.0,112427.0,16.0,50589.0,27.0,SB2711674043,732568.0,36471.0,660.0,26399.0,10188.0,0.0,1.0,0.0,0.0,38.0,Non contaminated,Non contaminated,Non contaminated,Pork,2021.0,North America,United States,SB27,24_DC_MEAT_CN-135_M3,05/11/2021,DC,0.0,Pennsylvania,0.0,,WELLCOME_Run_9,Escherichia coli,40.9699889,-77.7278831,75,202,Escherichia coli
SB278791355,Escherichia coli,100.0,0.00381583,0.0,857/1000,823.0,6162737,3976195,good,SB278791355,5326185.0,377.0,14127.81,465049.0,78.0,1169.0,12.0,196470.0,9.0,136931.0,15.0,35970.0,28.0,SB278791355,641683.0,93323.0,514.0,67694.0,24973.0,0.0,1516.0,0.0,0.0,98.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2018.0,North America,United States,SB27,43_KP_FUTI_CN-067_M1,31/12/2018,CA,0.0,California,1.0,,WELLCOME_Run_5,Escherichia coli,36.7014631,-118.755997,1276,7cda30e50c4d25f5122442e34a1c433fe349258d,Escherichia coli
SB279407034,Escherichia coli,100.0,0.00240836,0.0,906/1000,823.0,6162737,3976195,good,SB279407034,5066547.0,166.0,30521.37,814955.0,78.0,969.0,10.0,407088.0,5.0,262709.0,8.0,88468.0,16.0,SB279407034,628730.0,97635.0,525.0,71654.0,25504.0,0.0,32.0,0.0,0.0,78.0,Non contaminated,Non contaminated,Non contaminated,Human,2019.0,North America,United States,SB27,18161_KP_Clinical,11/06/2019,,,,,,WELLCOME_Run_6,Escherichia coli,,,127,9bcbe128f2d0f3f9752a7ad7ea9818841faaee17,Escherichia coli
SB278791722,Escherichia coli,100.0,0.00924552,0.0,700/1000,823.0,6162737,3976195,good,SB278791722,5129404.0,141.0,36378.75,575833.0,78.0,785.0,8.0,354011.0,6.0,252322.0,10.0,69669.0,16.0,SB278791722,635688.0,99502.0,375.0,72766.0,25998.0,0.0,39.0,0.0,0.0,67.0,Non contaminated,Non contaminated,Non contaminated,Human,2017.0,North America,United States,SB27,6129_KP_Clinical,27/12/2017,,,,,,WELLCOME_Run_5,Escherichia coli,,,2015,658,Escherichia coli
SB278344767,Escherichia coli,100.0,0.00877107,0.0,712/1000,823.0,6162737,3976195,good,SB278344767,4914800.0,153.0,32122.88,1044726.0,78.0,768.0,8.0,468880.0,4.0,348655.0,6.0,166155.0,11.0,SB278344767,526949.0,94715.0,776.0,69952.0,24799.0,0.0,16.0,0.0,0.0,60.0,Non contaminated,Non contaminated,Non contaminated,Human,2017.0,North America,United States,SB27,3665_KP_Clinical,08/08/2017,,,,,,WELLCOME_Run_2,Escherichia coli,,,569,732,Escherichia coli
SB2710445275,Escherichia coli,100.0,0.00271444,0.0,895/1000,823.0,6162737,3976195,good,SB2710445275,4647050.0,132.0,35204.92,380742.0,78.0,393.0,4.0,209716.0,8.0,142366.0,14.0,50871.0,24.0,SB2710445275,701281.0,36367.0,170.0,26011.0,10065.0,0.0,2.0,0.0,0.0,8.0,Non contaminated,Non contaminated,Non contaminated,Pork,2019.0,North America,United States,SB27,7_KP_FUTI_CN-108_M3,02/12/2019,CA,0.0,,,,WELLCOME_Run_9,Escherichia coli,,,345,636,Escherichia coli
SB2711673977,Escherichia coli,100.0,0.00531349,0.0,809/1000,823.0,6162737,3976195,good,SB2711673977,5017465.0,215.0,23337.05,441534.0,78.0,1181.0,12.0,154886.0,11.0,95235.0,19.0,42090.0,36.0,SB2711673977,719953.0,49303.0,454.0,35878.0,13476.0,0.0,300.0,0.0,0.0,31.0,Non contaminated,Non contaminated,Non contaminated,Pork,2021.0,North America,United States,SB27,23_DC_MEAT_CN-132_M3,29/10/2021,DC,0.0,North Carolina,0.0,,WELLCOME_Run_9,Escherichia coli,35.6729639,-79.0392919,34,4fc395db74def7333b72ede65e824172756abb96,Escherichia coli
SB2710445793,Escherichia coli,100.0,0.00480022,0.0,825/1000,823.0,6162737,3976195,good,SB2710445793,4949094.0,163.0,30362.54,876375.0,78.0,687.0,7.0,325555.0,5.0,133445.0,9.0,67920.0,19.0,SB2710445793,730647.0,38543.0,533.0,27818.0,10751.0,0.0,250.0,0.0,0.0,26.0,Non contaminated,Non contaminated,Non contaminated,Beef,2019.0,North America,United States,SB27,20_KP_FUTI_CN-079_M4,01/04/2019,CA,1.0,California,1.0,,WELLCOME_Run_9,Escherichia coli,36.7014631,-118.755997,58,87,Escherichia coli
