sample,species,%_of_10_best_matches=species,top_hit_distance,top_hit_p_value,top_hit_shared_hashes,num_genomes,maximum_genome_length,minimum_genome_length,result,filename,total_length,number,mean_length,longest,shortest,N_count,Gaps,N50,N50n,N70,N70n,N90,N90n,#IID,HOM_REF_CT,HOM_ALT_SNP_CT,HET_SNP_CT,DIPLOID_TRANSITION_CT,DIPLOID_TRANSVERSION_CT,DIPLOID_NONSNP_NONSYMBOLIC_CT,DIPLOID_SINGLETON_CT,HAP_REF_INCL_FEMALE_Y_CT,HAP_ALT_INCL_FEMALE_Y_CT,MISSING_INCL_FEMALE_Y_CT,Contamination_Antony,Contamination_Julio,Contamination,Host,Collection_Year,Continent,Country,Dataset,Research_Point,Date_Collected,State_grocery,Organic_RWA,State,CA,Notes,GWU_RUN_NAME,Isolate_submitted
SB2713433423,Escherichia coli,100,0.00518381,0,813/1000,823,6162737,3976195,good,SB2713433423,4921562,178,27649.22,617329,78,491,5,224218,7,134981,12,78156,22,SB2713433423,685175,38194,739,27687,10693,0,145,0,0,60653,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,9_KP_FUTI_CN-102_M4,30/09/2019,CA,0,CA,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433424,Escherichia coli,100,0.00282712,0,891/1000,823,6162737,3976195,good,SB2713433424,4930145,286,17238.27,611262,78,880,10,174635,8,91112,16,38711,31,SB2713433424,683636,38170,682,27710,10589,0,4,0,0,62276,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,10_KP_FUTI_CN-102_M4,30/09/2019,CA,0,CA,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433425,Escherichia coli,100,0.00354859,0,866/1000,823,6162737,3976195,good,SB2713433425,4815549,151,31891.05,951096,78,680,7,222644,7,181154,11,76468,20,SB2713433425,674300,37577,475,27183,10360,0,232,0,0,72417,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,11_KP_FUTI_CN-102_M4,30/09/2019,CA,1,CA,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433426,Escherichia coli,100,0.00515153,0,814/1000,823,6162737,3976195,good,SB2713433426,5083035,380,13376.41,520036,78,589,6,186185,8,109953,15,43624,29,SB2713433426,679551,38041,656,27551,10594,0,240,0,0,66524,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,13_KP_FUTI_CN-102_M4,30/09/2019,CA,1,CA,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433427,Escherichia coli,100,0.00659353,0,771/1000,823,6162737,3976195,good,SB2713433427,4825142,234,20620.26,639961,78,1091,12,213630,8,157454,13,76472,21,SB2713433427,680486,37697,447,27176,10420,0,78,0,0,66139,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,14_KP_FUTI_CN-102_M4,30/09/2019,CA,1,AZ,0,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433428,Hafnia paralvei,100,0.00873204,0,713/1000,1,unknown,unknown,uncertain,,,,,,,,,,,,,,,,,,,,,,,,,,,Contaminated,,Beef,2019,North America,United States,SB27,15_KP_FUTI_CN-102_M4,30/09/2019,CA,1,CO,0,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433429,Hafnia paralvei,100,0.0101041,0,679/1000,1,unknown,unknown,uncertain,,,,,,,,,,,,,,,,,,,,,,,,,,,Contaminated,,Beef,2019,North America,United States,SB27,17_KP_FUTI_CN-102_M4,30/09/2019,CA,1,CA,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433430,Escherichia coli,100,0.00521614,0,812/1000,823,6162737,3976195,good,SB2713433430,4857023,265,18328.39,357398,78,780,8,109270,15,67714,27,23469,51,SB2713433430,632193,48212,472,34980,13056,0,577,0,0,103888,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,19_KP_FUTI_CN-102_M4,30/09/2019,CA,1,CA,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433431,Escherichia coli,100,0.00282712,0,891/1000,823,6162737,3976195,good,SB2713433431,4934262,306,16125.04,415536,78,681,7,175491,10,115109,16,36533,31,SB2713433431,683591,38149,680,27731,10592,0,3,0,0,62345,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,20_KP_FUTI_CN-102_M4,30/09/2019,CA,0,CA,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433432,Escherichia coli,100,0.00351914,0,867/1000,823,6162737,3976195,good,SB2713433432,4868722,159,30620.89,453039,78,1172,12,164339,9,119562,16,67419,27,SB2713433432,656979,49758,374,35923,13669,0,261,0,0,77649,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,22_KP_FUTI_CN-102_M4,30/09/2019,CA,0,CA,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433433,Escherichia coli,100,0.00296902,0,886/1000,823,6162737,3976195,good,SB2713433433,4795175,210,22834.17,227252,78,1362,14,106356,16,67698,27,24764,50,SB2713433433,652968,49974,262,35971,13700,0,187,0,0,81554,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,23_KP_FUTI_CN-102_M4,30/09/2019,CA,0,CA,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433434,Escherichia coli,100,0.0110007,0,658/1000,823,6162737,3976195,good,SB2713433434,4852253,305,15909.03,402628,78,1261,13,94090,16,63044,29,23444,55,SB2713433434,631906,46851,433,34025,12781,0,9,0,0,105571,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,24_KP_FUTI_CN-102_M4,30/09/2019,CA,0,AZ,0,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433435,Escherichia coli,100,0.00631659,0,779/1000,823,6162737,3976195,good,SB2713433435,5681388,619,9178.33,678833,78,1187,12,169371,9,75579,18,33195,38,SB2713433435,614607,93626,704,68218,25151,0,413,0,0,75833,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,25_KP_FUTI_CN-102_M4,30/09/2019,CA,1,CA,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433436,Escherichia coli,100,0.00614558,0,784/1000,823,6162737,3976195,good,SB2713433436,4735303,140,33823.59,671972,78,1074,11,501955,4,226397,8,92199,13,SB2713433436,680531,38741,421,27885,10701,0,264,0,0,65065,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,26_KP_FUTI_CN-102_M4,30/09/2019,CA,0,CA,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433437,Escherichia coli,100,0.00381583,0,857/1000,823,6162737,3976195,good,SB2713433437,4982238,206,24185.62,380044,78,777,8,112041,14,70032,24,38539,42,SB2713433437,670793,36199,404,26008,10034,0,75,0,0,77361,Non contaminated,Non contaminated,Non contaminated,Pork,2019,North America,United States,SB27,1_KP_FUTI_CN-103_M3,07/10/2019,CA,1,CA,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433438,Escherichia coli,100,0.00734051,0,750/1000,823,6162737,3976195,good,SB2713433438,4669962,111,42071.73,550761,78,390,4,194704,8,144134,14,71354,23,SB2713433438,669827,37516,229,26901,10345,0,6,0,0,77184,Non contaminated,Non contaminated,Non contaminated,Pork,2019,North America,United States,SB27,4_KP_FUTI_CN-103_M3,07/10/2019,CA,0,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433439,Escherichia coli,100,0.0100207,0,681/1000,823,6162737,3976195,good,SB2713433439,5010065,284,17641.07,410504,78,780,8,176074,10,96018,17,32247,34,SB2713433439,657952,47346,190,33991,13144,0,3,0,0,79267,Non contaminated,Non contaminated,Non contaminated,Pork,2019,North America,United States,SB27,5_KP_FUTI_CN-103_M3,07/10/2019,CA,0,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433440,Escherichia coli,100,0.00420918,0,844/1000,823,6162737,3976195,good,SB2713433440,5076929,158,32132.46,555488,78,688,7,181510,10,96697,18,46936,31,SB2713433440,676581,38460,615,27845,10704,0,133,0,0,69112,Non contaminated,Non contaminated,Non contaminated,Pork,2019,North America,United States,SB27,6_KP_FUTI_CN-103_M3,07/10/2019,CA,0,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433441,Escherichia coli,100,0.00719593,0,754/1000,823,6162737,3976195,good,SB2713433441,4962342,392,12659.04,254955,78,582,7,69045,23,47992,40,17496,72,SB2713433441,635857,43743,422,31398,12042,0,30,0,0,104735,Non contaminated,Non contaminated,Non contaminated,Pork,2019,North America,United States,SB27,10_KP_FUTI_CN-103_M3,07/10/2019,CA,0,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433442,Escherichia coli,100,0.00823165,0,726/1000,823,6162737,3976195,good,SB2713433442,5030773,242,20788.32,331056,78,500,6,118574,14,97958,23,37755,40,SB2713433442,680281,37910,246,27051,10526,0,2,0,0,66318,Non contaminated,Non contaminated,Non contaminated,Pork,2019,North America,United States,SB27,12_KP_FUTI_CN-103_M3,07/10/2019,CA,0,MO,0,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433443,Escherichia coli,100,0.00628226,0,780/1000,823,6162737,3976195,good,SB2713433443,5166463,427,12099.44,251987,78,1186,13,111027,17,54759,30,20590,59,SB2713433443,642947,46972,568,34284,12845,0,43,0,0,94274,Non contaminated,Non contaminated,Non contaminated,Pork,2019,North America,United States,SB27,14_KP_FUTI_CN-103_M3,07/10/2019,CA,0,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433444,Escherichia coli,100,0.0117564,0,641/1000,823,6162737,3976195,good,SB2713433444,5290570,280,18894.89,414031,78,804,9,130462,12,93171,22,31184,42,SB2713433444,660187,42239,420,30424,11739,0,7,0,0,81914,Non contaminated,Non contaminated,Non contaminated,Pork,2019,North America,United States,SB27,16_KP_FUTI_CN-103_M3,07/10/2019,CA,0,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433445,Escherichia coli,100,0.0242917,0,429/1000,823,6162737,3976195,good,SB2713433445,9941680,1147,8667.55,568044,78,4161,206,103333,23,55409,49,19566,107,SB2713433445,670303,31585,1200,23674,8925,0,140,0,0,81669,Non contaminated,Contaminated,Contaminated,Beef,2019,North America,United States,SB27,2_KP_FUTI_CN-103_M4,07/10/2019,CA,0,NJ,0,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433446,Hafnia paralvei,100,0.0117564,0,641/1000,1,unknown,unknown,uncertain,,,,,,,,,,,,,,,,,,,,,,,,,,,Contaminated,,Beef,2019,North America,United States,SB27,3_KP_FUTI_CN-103_M4,07/10/2019,CA,0,CA,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433447,Hafnia paralvei,100,0.00842259,0,721/1000,1,unknown,unknown,uncertain,,,,,,,,,,,,,,,,,,,,,,,,,,,Contaminated,,Beef,2019,North America,United States,SB27,5_KP_FUTI_CN-103_M4,07/10/2019,CA,0,NJ,0,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433448,Escherichia coli,100,0.00232584,0,909/1000,823,6162737,3976195,good,SB2713433448,4822881,165,29229.58,403293,78,787,9,196839,8,133460,14,69051,24,SB2713433448,682584,37669,292,27168,10290,0,123,0,0,64212,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,7_KP_FUTI_CN-103_M4,07/10/2019,CA,0,MO,0,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433449,Escherichia coli,100,0.00560872,0,800/1000,823,6162737,3976195,good,SB2713433449,4808704,177,27167.82,597429,78,886,10,231999,7,185485,11,56583,20,SB2713433449,681923,38495,830,28036,10724,0,242,0,0,63513,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,8_KP_FUTI_CN-103_M4,07/10/2019,CA,1,MO,0,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433450,Escherichia coli,100,0.00467416,0,829/1000,823,6162737,3976195,good,SB2713433450,4942422,193,25608.4,1322824,78,877,9,161294,6,134762,12,47352,25,SB2713433450,681858,36116,902,26381,10092,0,117,0,0,65897,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,11_KP_FUTI_CN-103_M4,07/10/2019,CA,1,CA,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433451,Escherichia coli,100,0.00378594,0,858/1000,823,6162737,3976195,good,SB2713433451,4677734,168,27843.65,374097,78,779,8,185197,9,149116,14,47369,25,SB2713433451,676335,37076,341,26738,10144,0,85,0,0,71005,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,14_KP_FUTI_CN-103_M4,07/10/2019,CA,1,CA,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433452,Escherichia coli,100,0.00826969,0,725/1000,823,6162737,3976195,good,SB2713433452,5002238,227,22036.29,374190,78,592,6,160189,11,102090,20,45763,33,SB2713433452,689634,36174,550,26045,10193,0,741,0,0,58404,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,15_KP_FUTI_CN-103_M4,07/10/2019,CA,1,AZ,0,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433453,Escherichia coli,100,0.00712406,0,756/1000,823,6162737,3976195,good,SB2713433453,4822877,214,22536.81,389298,78,779,9,235489,9,182837,13,47396,23,SB2713433453,686103,38926,589,28149,10831,0,396,0,0,59140,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,16_KP_FUTI_CN-103_M4,07/10/2019,CA,0,AZ,0,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433454,Hafnia paralvei,100,0.00912584,0,703/1000,1,unknown,unknown,uncertain,,,,,,,,,,,,,,,,,,,,,,,,,,,Contaminated,,Beef,2019,North America,United States,SB27,17_KP_FUTI_CN-103_M4,07/10/2019,CA,0,CA,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433455,Escherichia coli,100,0.00666341,0,769/1000,823,6162737,3976195,good,SB2713433455,4924812,153,32188.31,537284,78,687,7,223195,8,108730,14,53724,26,SB2713433455,676201,38717,520,27880,10654,0,327,0,0,69324,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,20_KP_FUTI_CN-103_M4,07/10/2019,CA,1,CA,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433456,Escherichia coli,100,0.00766986,0,741/1000,823,6162737,3976195,good,SB2713433456,4995090,257,19436.15,442092,78,966,10,211341,9,127836,15,43002,28,SB2713433456,688094,36982,949,26912,10448,0,12,0,0,58746,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,21_KP_FUTI_CN-103_M4,07/10/2019,CA,1,CA,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433457,Escherichia coli,100,0.00873204,0,713/1000,823,6162737,3976195,good,SB2713433457,5389162,1417,3803.22,233608,78,2646,40,79788,21,40755,39,5613,98,SB2713433457,662999,45034,429,32264,12471,0,116,0,0,76298,Non contaminated,Non contaminated,Non contaminated,Pork,2019,North America,United States,SB27,1_KP_FUTI_CN-104_M3,22/10/2019,CA,0,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433458,Escherichia coli,100,0.00427048,0,842/1000,823,6162737,3976195,good,SB2713433458,4998321,331,15100.67,200407,78,688,7,86483,21,59180,35,25326,60,SB2713433458,647100,47663,399,34356,13175,0,48,0,0,89598,Non contaminated,Non contaminated,Non contaminated,Pork,2019,North America,United States,SB27,3_KP_FUTI_CN-108_M3,02/12/2019,CA,0,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433459,Escherichia coli,100,0.0106974,0,665/1000,823,6162737,3976195,good,SB2713433459,4800792,300,16002.64,275160,78,1106,12,144913,13,86593,21,27630,40,SB2713433459,651698,45419,524,32968,12475,0,9,0,0,87125,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,4_KP_FUTI_CN-108_M4,02/12/2019,CA,0,CA,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433460,Escherichia coli,100,0.00564181,0,799/1000,823,6162737,3976195,good,SB2713433460,4956287,224,22126.28,355767,78,395,5,200273,9,107199,16,40873,31,SB2713433460,670265,36491,329,26344,9961,0,71,0,0,77671,Non contaminated,Non contaminated,Non contaminated,Turkey,2020,North America,United States,SB27,25_KP_FUTI_CN-112_M2,20/01/2020,CA,1,California,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433461,Escherichia coli,100,0.00417861,0,845/1000,823,6162737,3976195,good,SB2713433461,4930028,309,15954.78,548794,78,1269,13,198025,9,115935,16,39979,33,SB2713433461,646232,48670,188,35096,13252,0,110,0,0,89669,Non contaminated,Non contaminated,Non contaminated,Turkey,2020,North America,United States,SB27,26_KP_FUTI_CN-112_M2,20/01/2020,CA,0,Wisconsin,0,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433462,Escherichia coli,100,0.00763299,0,742/1000,823,6162737,3976195,good,SB2713433462,4847245,87,55715.46,1097606,78,877,10,636940,3,511514,5,186437,9,SB2713433462,660591,36776,116,26308,10091,0,219,0,0,87282,Non contaminated,Non contaminated,Non contaminated,Beef,2020,North America,United States,SB27,24_KP_FUTI_CN-112_M4,20/01/2020,CA,0,AZ,0,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433463,Escherichia coli,100,0.00853806,0,718/1000,823,6162737,3976195,good,SB2713433463,4984495,196,25431.1,570454,78,581,6,444216,5,240757,9,110924,15,SB2713433463,550941,99588,482,72947,25882,0,3,0,0,133761,Non contaminated,Non contaminated,Non contaminated,Turkey,2020,North America,United States,SB27,1_KP_FUTI_CN-113_M2,27/01/2020,CA,0,Minnesota,0,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433464,Escherichia coli,100,0.0166117,0,545/1000,823,6162737,3976195,good,SB2713433464,6825267,1128,6050.77,134383,78,5580,109,25477,68,12584,144,3473,338,SB2713433464,598610,60518,67696,93100,33649,0,105,0,0,59108,Contaminated,Contaminated,Contaminated,Turkey,2020,North America,United States,SB27,5_KP_FUTI_CN-113_M2,27/01/2020,CA,0,California,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433465,Escherichia coli,100,0.0111321,0,655/1000,823,6162737,3976195,good,SB2713433465,4951259,146,33912.73,607039,78,390,4,313244,6,217931,9,90596,17,SB2713433465,553219,98698,287,72290,25576,0,32,0,0,132557,Non contaminated,Non contaminated,Non contaminated,Turkey,2020,North America,United States,SB27,9_KP_FUTI_CN-113_M2,27/01/2020,CA,0,California,1,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433467,Escherichia coli,100,0.00240836,0,906/1000,823,6162737,3976195,good,SB2713433467,5257949,190,27673.42,578472,78,685,7,302051,7,119875,12,62703,22,SB2713433467,555679,99531,639,72960,26048,0,56,0,0,128935,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,29194_KP_Clinical,23/12/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433468,Escherichia coli,100,0.00238081,0,907/1000,823,6162737,3976195,good,SB2713433468,4951199,265,18683.77,1074489,78,606,12,344066,5,227937,8,133125,13,SB2713433468,669711,39234,123,28168,10752,0,502,0,0,75687,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,28482_KP_Clinical,12/11/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433469,Escherichia coli,100,0.0125405,0,624/1000,823,6162737,3976195,good,SB2713433469,8021743,6224,1288.84,73675,78,40787,467,4555,367,1346,1016,418,3277,SB2713433469,598887,66237,60247,91473,33790,0,145,0,0,60626,Contaminated,Contaminated,Contaminated,Human,2020,North America,United States,SB27,28498_KP_Clinical,12/11/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433470,Escherichia coli,100,0.00173271,0,931/1000,823,6162737,3976195,good,SB2713433470,5109322,259,19727.11,621615,78,975,10,314887,6,167793,11,109135,19,SB2713433470,552556,96894,278,70760,25293,0,55,0,0,135042,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,28501_KP_Clinical,12/11/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433471,Escherichia coli,100,0.0106545,0,666/1000,823,6162737,3976195,good,SB2713433471,6579976,3783,1739.35,622325,78,11018,215,294248,8,70344,16,368,1374,SB2713433471,606675,91864,796,66672,24824,0,233,0,0,85447,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,28502_KP_Clinical,12/11/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433472,Escherichia coli,100,0.0188053,0,508/1000,823,6162737,3976195,good,SB2713433472,12178664,22727,535.87,59431,78,9254,195,1928,900,401,4257,163,14038,SB2713433472,617865,22891,109354,96500,34640,0,86,0,0,35598,Contaminated,Contaminated,Contaminated,Human,2020,North America,United States,SB27,28509_KP_Clinical,12/11/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433473,Escherichia coli,100,0.00574147,0,796/1000,823,6162737,3976195,good,SB2713433473,5692601,1170,4865.47,486342,78,2043,33,182793,10,90257,21,20708,44,SB2713433473,604845,87195,1067,63547,23822,0,62,0,0,91664,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,28515_KP_Clinical,16/11/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433474,Escherichia coli,100,0.00521614,0,812/1000,823,6162737,3976195,good,SB2713433474,5582592,1021,5467.77,719086,78,2755,40,240743,8,92698,18,23930,37,SB2713433474,604132,87668,506,63486,23748,0,47,0,0,92461,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,28525_KP_Clinical,16/11/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433475,Escherichia coli,100,0.00473708,0,827/1000,823,6162737,3976195,good,SB2713433475,6168960,2290,2693.87,539572,78,8326,196,204208,9,108884,17,689,478,SB2713433475,552581,97775,530,71752,25512,0,26,0,0,133878,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,28527_KP_Clinical,16/11/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433476,Pseudomonas aeruginosa,100,0.0299949,0,363/1000,183,7756224,6164858,good,,,,,,,,,,,,,,,,,,,,,,,,,,,Contaminated,,Human,2020,North America,United States,SB27,28543_KP_Clinical,17/11/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433477,Escherichia coli,100,0.00705245,0,758/1000,823,6162737,3976195,good,SB2713433477,4872602,163,29893.26,621566,78,576,6,260574,6,192710,10,76481,18,SB2713433477,679467,38870,752,28128,10926,0,211,0,0,65676,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,28549_KP_Clinical,17/11/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433478,Escherichia coli,100,0.00892796,0,708/1000,823,6162737,3976195,good,SB2713433478,8138063,6972,1167.25,59741,78,33488,344,3406,510,1139,1346,408,3840,SB2713433478,571947,62156,78783,102062,37302,0,202,0,0,73640,Contaminated,Contaminated,Contaminated,Human,2020,North America,United States,SB27,28550_KP_Clinical,17/11/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433479,Escherichia coli,100,0.0236777,0,437/1000,823,6162737,3976195,good,SB2713433479,11007990,2025,5436.04,483455,78,22752,1000,22345,57,7644,242,2565,734,SB2713433479,564071,99461,1090,73176,26183,0,71,0,0,120156,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,28558_KP_Clinical,17/11/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433480,Escherichia coli,100,0.001839,0,927/1000,823,6162737,3976195,good,SB2713433480,5307069,249,21313.53,688266,78,483,5,316168,6,199378,10,81850,19,SB2713433480,560795,99734,631,73126,26106,0,50,0,0,123611,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,28579_KP_Clinical,18/11/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433481,Escherichia coli,100,0.00279888,0,892/1000,823,6162737,3976195,good,SB2713433481,5396567,724,7453.82,432612,78,1534,24,240602,8,149597,14,35266,26,SB2713433481,556642,98878,922,72650,25998,0,32,0,0,128332,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,28581_KP_Clinical,18/11/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433482,Escherichia coli,100,0.00105797,0,957/1000,823,6162737,3976195,good,SB2713433482,5187354,211,24584.62,560417,78,490,5,283431,7,208703,11,113182,18,SB2713433482,555489,97719,815,71816,25639,0,80,0,0,130757,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,28599_KP_Clinical,18/11/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433483,Escherichia coli,100,0.00390583,0,854/1000,823,6162737,3976195,good,SB2713433483,5238113,498,10518.3,643173,78,1591,21,408560,6,215922,9,66073,17,SB2713433483,559483,98754,833,72509,25899,0,118,0,0,125716,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,28606_KP_Clinical,19/11/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433484,Escherichia coli,100,0.00381583,0,857/1000,823,6162737,3976195,good,SB2713433484,4618620,215,21481.95,312176,78,890,10,173633,11,76929,19,42292,35,SB2713433484,637479,48115,472,34895,13205,0,218,0,0,98697,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,28610_KP_Clinical,19/11/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433485,Escherichia coli,100,0.000680979,0,972/1000,823,6162737,3976195,good,SB2713433485,5088329,147,34614.48,537781,78,981,10,362221,6,187962,10,113616,17,SB2713433485,561352,95052,422,69310,24910,0,33,0,0,127943,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,28615_KP_Clinical,19/11/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433486,Escherichia coli,100,0.00249129,0,903/1000,823,6162737,3976195,good,SB2713433486,5202493,189,27526.42,352765,78,779,8,178063,11,139395,17,50595,29,SB2713433486,606950,88533,1109,64418,24218,0,25,0,0,88188,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,28622_KP_Clinical,19/11/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
SB2713433487,Escherichia coli,100,0.00181236,0,928/1000,823,6162737,3976195,good,SB2713433487,5245909,297,17662.99,535805,78,485,5,356468,6,134588,11,67051,22,SB2713433487,554930,98997,595,72567,25903,0,60,0,0,130250,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,28625_KP_Clinical,19/11/2020,,,,,Resequenced due to plate swap,WELLCOME_Run_10,Escherichia coli
