"Genome ID","sample","Version","ST_Pasteur","dinB","icdA","pabB","polB","putP","trpA","trpB","uidA"
"64a9bbc649cc8b7d0a80a448","SB2711672596","202214121127-v3.2.1","b149e4541f43c8b0b94f9d51495127d4e2f4a92a","1","1","c123a40a1ebb2677b679bd92ce047216a6672015","1","1","2","3","1"
"64a9bbc649cc8b7ce080a465","SB278344581","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc649cc8b7d1980a533","SB278790819","202214121127-v3.2.1","d9aebe4e40f867ca855201d5ea79abf8b0a097c0","12","271","24","7e175e420f9c806980e5662015b8bdd627c825b4","13","24","8","3"
"64a9bbc649cc8b7db380a4d8","SB279407858","202214121127-v3.2.1","134","53","15","10","5","2","4","1","6"
"64a9bbc649cc8b7df780a32b","SB2710442224","202214121127-v3.2.1","508","104","47","3","10","78","8","2","65"
"64a9bbc649cc8b7e3f80a28e","SB278344616","202214121127-v3.2.1","308","16","131","74","76","75","9","6","74"
"64a9bbc649cc8b7ea480a2d9","SB278790618","202214121127-v3.2.1","55","1","26","2","28","1","18","1","8"
"64a9bbc649cc8b7ee980a504","SB2710445581","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc649cc8b7f2180a4d9","SB279407009","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc649cc8b7f3180a289","SB279408056","202214121127-v3.2.1","925","7","65","48","10","16","8","2","2"
"64a9bbc649cc8b7fd080a246","SB2711674081","202214121127-v3.2.1","338","24","3","3","26","16","108","4","2"
"64a9bbc649cc8b7fe280a40d","SB2710442876","202214121127-v3.2.1","93e88c504ede5890536b854959e43ba2f1501fd0","32","3","3","10","78","8","2","5"
"64a9bbc649cc8b801d80a2a6","SB278790918","202214121127-v3.2.1","8e9188f536374779c998359db5aa2b0896a6cf07","83","28","110","52","18","1","c6e6f6c49c0a69ffaca2393afe003eea0de9ca37","40"
"64a9bbc649cc8b806c80a23b","SB2710196122","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc649cc8b80a680a395","SB2711672589","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc649cc8b80c580a50e","SB2710442402","202214121127-v3.2.1","303","25","3","48","10","26","57","4","90"
"64a9bbc649cc8b816780a463","SB278790558","202214121127-v3.2.1","8","23","9","8","12","9","11","7","13"
"64a9bbc649cc8b818380a32d","SB2710441375","202214121127-v3.2.1","87","7","33","18","2","5","8","2","2"
"64a9bbc649cc8b823280a22c","SB2710445156","202214121127-v3.2.1","53","1","7","1","9","20","20","1","6"
"64a9bbc649cc8b823880a47f","SB278790780","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc649cc8b82aa80a480","SB2710445513","202214121127-v3.2.1","73","16","4","16","30","4","19","1","27"
"64a9bbc649cc8b834280a4f8","SB277889639","202214121127-v3.2.1","00867a67962f205ac8a35d66048918a56c42faec","58","3ed8eeba27ccdedfabd8e6bad0ccad87ba2c207f","4","17","25","31","18","20"
"64a9bbc649cc8b835180a238","SB2710442178","202214121127-v3.2.1","66c8c0a91c79326caca618aa37aed58725720899","7","3","3","68","74","7","4","99c671a3a550eb8fe2391091396be784ac74dd55"
"64a9bbc649cc8b835480a49d","SB278790833","202214121127-v3.2.1","44","17","9","28","12","9","13","9","11"
"64a9bbc649cc8b838080a4d2","SB2711674050","202214121127-v3.2.1","202","2","3","4","68","71","57","4","2"
"64a9bbc649cc8b83b680a296","SB279408483","202214121127-v3.2.1","04dc6d4496e8230c1090d5e76269e71674d00acf","82","37","48","10","5","221","134","203"
"64a9bbc649cc8b83c280a24c","SB2710446075","202214121127-v3.2.1","b149e4541f43c8b0b94f9d51495127d4e2f4a92a","1","1","c123a40a1ebb2677b679bd92ce047216a6672015","1","1","2","3","1"
"64a9bbc649cc8b849080a411","SB2710441363","202214121127-v3.2.1","661","83","28","110","3","18","1","110","40"
"64a9bbc649cc8b84c280a3d3","SB2711674024","202214121127-v3.2.1","202","2","3","4","68","71","57","4","2"
"64a9bbc649cc8b859680a2aa","SB2711674103","202214121127-v3.2.1","a809e5f80fd06b918d55206ee89a04052e085093","10","2","7","3","7","effef213d20fe290870db827ed390c50b86eeb08","4","2"
"64a9bbc649cc8b85ce80a36f","SB2710442417","202214121127-v3.2.1","446","10","2","3","3","7","1","4","2"
"64a9bbc649cc8b861d80a446","SB278790368","202214121127-v3.2.1","6","1","7","1","9","2","20","1","6"
"64a9bbc649cc8b863580a363","SB2710442891","202214121127-v3.2.1","127","51","1","55","4","2","2","3","6"
"64a9bbc649cc8b865280a500","SB278791490","202214121127-v3.2.1","661","83","28","110","3","18","1","110","40"
"64a9bbc649cc8b86b380a351","SB2710442663","202214121127-v3.2.1","19","7","37","4","10","26","7","4","2"
"64a9bbc649cc8b86db80a3c0","SB277889581","202214121127-v3.2.1","2c5a7c47e37555a5a9f8d9f8c936e4a5c634b01b","6","47","3","10","74","7","4","2"
"64a9bbc649cc8b884980a2c4","SB279408412","202214121127-v3.2.1","908","18","8","27","11","8","12","13","11"
"64a9bbc649cc8b88d180a319","SB2710441580","202214121127-v3.2.1","66","6","5","3","2","6","7","2","4"
"64a9bbc649cc8b893b80a3ff","SB2710441469","202214121127-v3.2.1","2d6d00ffa0812f2f6330c102d40479263a0bc8ee","111cfa50da43e4240de1ef34d9bd38970a62dd35","12","17","14","14","14","14","13"
"64a9bbc649cc8b894a80a440","SB278791247","202214121127-v3.2.1","1106","82","3","3","2","5","8","2","2"
"64a9bbc649cc8b89fa80a2a3","SB278344461","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc649cc8b8a3d80a3b8","SB2710442939","202214121127-v3.2.1","37fa3c596ef108b06bce2c8aa2819dd2c35558ae","166","47244774f1b9e1254cc1207170d390a8ee9ccdc5","209","219","23","09a49539313c928a33eea6d46203b62f8be33957","4dec0611ad5fbf8bd511790ddaa5507e06ca2b00","d40662f8a7fce245203aa31b07c0b6897d44de04"
"64a9bbc649cc8b8a6580a3aa","SB2711674210","202214121127-v3.2.1","817","10","2","3","3","7","1","4","4"
"64a9bbc649cc8b8a8b80a2f7","SB278344864","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc649cc8b8ab580a443","SB279407139","202214121127-v3.2.1","28","2","22","6","4","1","6","1","1"
"64a9bbc649cc8b8b4480a213","SB2710442328","202214121127-v3.2.1","716","10","28","3","152","18","1","4","2"
"64a9bbc649cc8b8dc280a3fc","SB279407964","202214121127-v3.2.1","0f3c6250e7c19a80fa5b4e474f1f7afeddffa573","10","28","7","3","7","1","4","2"
"64a9bbc649cc8b8e3b80a39f","SB278791843","202214121127-v3.2.1","533","22","41","21","3","23","23","20","18"
"64a9bbc649cc8b8ec180a4c5","SB278791265","202214121127-v3.2.1","893","25","3","4","10","78","29","2","5"
"64a9bbc649cc8b900680a2a1","SB278791527","202214121127-v3.2.1","21","7","33","18","2","5","28","2","2"
"64a9bbc649cc8b90f080a21e","SB279407808","202214121127-v3.2.1","9e1140115c949ef262034b7aa8cbed9fadb0d953","2","23","df1342041aaad54ca9a1213d349f0a04218b7863","075b8fc8abf60d9aacd2315a63766757f6580b41","d8dedf95d11a9e49604f8cac66a11cbfe59b0049","27ed8e990c506f7b4408785d2945ef863223228e","ea93df59a3d4a0f9c97d6867468e52a91f03cb57","17d87a9e04690fe11a8d6d7efa0f3d018d8fd1c5"
"64a9bbc649cc8b914380a50b","SB2710445122","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc649cc8b915180a2a7","SB278344866","202214121127-v3.2.1","6215ed92595216f30d3793af63196e5429335af0","3","68","5","11","8","3","5","3"
"64a9bbc649cc8b916280a3a5","SB279406418","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc649cc8b918780a242","SB2710443008","202214121127-v3.2.1","3dacb638879e5fea01bafeebda10201c264ff70c","141","283","179","45","33","43","b7bd802ee6463bd1ba0fe9be40a41f110278a422","179"
"64a9bbc649cc8b919f80a313","SB277889618","202214121127-v3.2.1","48","2","11","23","15","10","15","10","12"
"64a9bbc649cc8b91a880a394","SB278791703","202214121127-v3.2.1","722","64","204","129","21","175","12","138","11"
"64a9bbc649cc8b91b580a2cc","SB278791288","202214121127-v3.2.1","292","16","1","16","30","4","182","6","27"
"64a9bbc649cc8b923680a2d5","SB2711672913","202214121127-v3.2.1","817","10","2","3","3","7","1","4","4"
"64a9bbc649cc8b929580a499","SB2710441950","202214121127-v3.2.1","303","25","3","48","10","26","57","4","90"
"64a9bbc649cc8b932980a361","SB278791387","202214121127-v3.2.1","38e71411ca4412b5693a284cee132dcb2d080877","7","33","18","2","5","28","2","de5f164024c82f1c08e49d2115680fe35ba2e2c1"
"64a9bbc649cc8b93ca80a3fb","SB2710441501","202214121127-v3.2.1","769cd754a6516928752528fc8ef4b8e78469888b","83","28","ce418cf62d1f58253fa20e2c6fa423861d35f8bf","3","18","1","110","40"
"64a9bbc649cc8b96e880a384","SB2710445637","202214121127-v3.2.1","4c0ec091d698c52207d3c20bc41ca5012f46eb36","25","59c1a8787a69410372da2c5c12c725e233d8fc47","3","10","71","29","2","57"
"64a9bbc649cc8b97d980a466","SB2710442610","202214121127-v3.2.1","661","83","28","110","3","18","1","110","40"
"64a9bbc649cc8b983e80a41e","SB279407208","202214121127-v3.2.1","b149e4541f43c8b0b94f9d51495127d4e2f4a92a","1","1","c123a40a1ebb2677b679bd92ce047216a6672015","1","1","2","3","1"
"64a9bbc649cc8b994980a34f","SB279406530","202214121127-v3.2.1","571a5c74442b693fe185d7d5c2e278b9849bb95c","5","65","3","10","16","b68093dfedad3518a2b4a20f7a1abbad9076ca35","2","30"
"64a9bbc649cc8b996f80a2d1","SB279406561","202214121127-v3.2.1","4206507ef53c756f254b9ee7c822a1d515a6a8d7","47f6d4a889e1d997d55e4105d473a99174bfb28f","28e6ca0e63744fde0437a5bc5ce3ab1a56b6c6b2","4","52","c8b8de3a3901379d528433dc7dd243d16bcd13bd","3eba48ba0861ee954cef5f08076cae74a56d5846","c03db6386cd9ec660e0ba0ac938b716bd17e948f","2"
"64a9bbc649cc8b99b480a423","SB277889401","202214121127-v3.2.1","88","32","47","4","10","16","7","4","5"
"64a9bbc649cc8b99e280a32f","SB278790837","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc649cc8b9ae780a3cc","SB2710445963","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc649cc8b9af680a2b7","SB2710445831","202214121127-v3.2.1","b4a318a2ce1c138ff3f2514a7d32cc1a9808c540","87","160","4","10","78","29","2","5"
"64a9bbc649cc8b9de280a25c","SB277889480","202214121127-v3.2.1","a305f7af5b037c70c5692a02855816d8bbfc5897","65","3ea51f8ca63bcac2a4cbb56c3a09593567e1780d","139","19","12","24","145","80"
"64a9bbc649cc8b9e0c80a4e8","SB2710445772","202214121127-v3.2.1","1162","10","87","7","18","18","1","4","102"
"64a9bbc649cc8b9e3580a316","SB2711672894","202214121127-v3.2.1","127","51","1","55","4","2","2","3","6"
"64a9bbc649cc8b9ebd80a3a8","SB277889558","202214121127-v3.2.1","48","2","11","23","15","10","15","10","12"
"64a9bbc649cc8b9ff580a3c2","SB2710445574","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc649cc8ba02380a4df","SB2710442071","202214121127-v3.2.1","c989a584afaabafd85821920ce25a2ed1c780786","5","47","4","26","16","7","4","161c830f934eef9272de63b04d0e77d49027656b"
"64a9bbc649cc8ba08780a3c5","SB279408448","202214121127-v3.2.1","108","25","65","48","10","16","8","2","2"
"64a9bbc649cc8ba0e480a2c7","SB2710441609","202214121127-v3.2.1","949","5","225","3","192","6","8","2","55"
"64a9bbc649cc8ba17380a388","SB277889772","202214121127-v3.2.1","638","8","28","7","3","7","1","4","2"
"64a9bbc649cc8ba22d80a2f8","SB278344479","202214121127-v3.2.1","850f4319eba9cc85fb9ee691bca72e691a9d350e","210e5f54c4468bd1a10c9b8fc85aee50c0c2356b","3","4","25","25","8ae5bdc046c93a8453c20ac6b3f376261ea910ed","ea4bdd6d9afab566c33dc628b4276ce6c1d4b94c","20"
"64a9bbc649cc8ba29080a3db","SB278790292","202214121127-v3.2.1","35","4","25","1","6","2","2","1","1"
"64a9bbc649cc8ba30f80a22e","SB277889486","202214121127-v3.2.1","108","25","65","48","10","16","8","2","2"
"64a9bbc649cc8ba39780a378","SB279407313","202214121127-v3.2.1","35","4","25","1","6","2","2","1","1"
"64a9bbc649cc8ba42380a26f","SB278790763","202214121127-v3.2.1","e353c85abdd6e1515223f2c5a0968716617fa049","30","45","33","9924d02641c9b81cc9d824d58982fcdbd7873eae","27","34","25",""
"64a9bbc649cc8ba5a480a3fd","SB2710445135","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc649cc8ba61c80a474","SB277889724","202214121127-v3.2.1","48","2","11","23","15","10","15","10","12"
"64a9bbc649cc8ba64d80a369","SB2710445328","202214121127-v3.2.1","79bfa6115f53836dc12b8355f1c4bda6230b0f52","5","47","4","10","638e30b4d3beb17543028e3fb57c8eaf3a09091e","1","4","2"
"64a9bbc649cc8ba7d980a2d3","SB278790499","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc649cc8ba80480a36b","SB2710445046","202214121127-v3.2.1","6","1","7","1","9","2","20","1","6"
"64a9bbc649cc8ba85380a24f","SB278790370","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc649cc8ba94a80a4f3","SB279408560","202214121127-v3.2.1","86","24","31","4","26","16","29","2","2"
"64a9bbc649cc8baa3380a528","SB2710442666","202214121127-v3.2.1","636","7","3","3","68","74","7","4","5"
"64a9bbc649cc8baa5f80a3b3","SB2711672914","202214121127-v3.2.1","636","7","3","3","68","74","7","4","5"
"64a9bbc649cc8baaa680a516","SB2710442255","202214121127-v3.2.1","58","5","3","3","26","5","1","2","5"
"64a9bbc649cc8baac180a402","SB2710196128","202214121127-v3.2.1","678","64","252","129","21","175","12","138","11"
"64a9bbc649cc8baaee80a3c6","SB2711672754","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc649cc8bacaa80a3b5","SB278791467","202214121127-v3.2.1","21","7","33","18","2","5","28","2","2"
"64a9bbc649cc8bacac80a2c8","SB278344873","202214121127-v3.2.1","722","64","204","129","21","175","12","138","11"
"64a9bbc649cc8bacb980a291","SB278791753","202214121127-v3.2.1","48","2","11","23","15","10","15","10","12"
"64a9bbc649cc8badb780a498","SB2710445373","202214121127-v3.2.1","2","8","2","7","3","7","1","4","2"
"64a9bbc649cc8badd780a352","SB278790298","202214121127-v3.2.1","963","23","9","52","208","9","11","7","13"
"64a9bbc649cc8bafa280a2ce","SB279408132","202214121127-v3.2.1","294","25","3","3","10","78","29","2","57"
"64a9bbc649cc8bafb180a3d5","SB2711672737","202214121127-v3.2.1","25dea240e120a38c53026f036fd600fb29532598","10","28","4","3","18","1","4665101c94ee7cd2c2cd7df2766a74d1968ebd18","23"
"64a9bbc649cc8bb00780a32e","SB2710442113","202214121127-v3.2.1","b6251fc3f561e84c66e5f79433a258fde5386ae2","5","3","3","10","16","8","2","2"
"64a9bbc649cc8bb03680a3ae","SB278790816","202214121127-v3.2.1","6","1","7","1","9","2","20","1","6"
"64a9bbc649cc8bb1d880a337","SB277889327","202214121127-v3.2.1","00867a67962f205ac8a35d66048918a56c42faec","58","3ed8eeba27ccdedfabd8e6bad0ccad87ba2c207f","4","17","25","31","18","20"
"64a9bbc649cc8bb28980a4fe","SB277889743","202214121127-v3.2.1","48","2","11","23","15","10","15","10","12"
"64a9bbc649cc8bb2a180a2af","SB277889553","202214121127-v3.2.1","21","7","33","18","2","5","28","2","2"
"64a9bbc649cc8bb34980a427","SB279408175","202214121127-v3.2.1","722","64","204","129","21","175","12","138","11"
"64a9bbc649cc8bb40580a335","SB2710445108","202214121127-v3.2.1","65b47ae0aaf7f1e62e538718457c0ec9406916f3","1","146","5ea847e80a8451aa35041cf9b20ac13626b5f876","1","2","32","27","237"
"64a9bbc649cc8bb76780a35b","SB2710445481","202214121127-v3.2.1","a880cae40fc7a592b5129547ba871b525339d727","d590867beac9868b5c29de9ba85ef481b0947a29","32","18","2","5","8","2","2"
"64a9bbc649cc8bb5c180a410","SB279407018","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc649cc8bb7e780a2e5","SB2710446080","202214121127-v3.2.1","44","17","9","28","12","9","13","9","11"
"64a9bbc649cc8bb87b80a4de","SB2710445318","202214121127-v3.2.1","83d51cb16c535523289d41522a20bc1e55be981d","158","72a9b70508e97f5a92ce83e7fe48b60584867b98","17789d1c3beabef18cb9a2726067ac920a48f25e","10","74","7","4","5"
"64a9bbc649cc8bb94380a412","SB2710445194","202214121127-v3.2.1","360","5","3","4","10","71","7","4","5"
"64a9bbc649cc8bb9bd80a321","SB278344715","202214121127-v3.2.1","55","1","26","2","28","1","18","1","8"
"64a9bbc649cc8bb9e580a254","SB2710445534","202214121127-v3.2.1","7","6","6","4","2","6","7","2","4"
"64a9bbc649cc8bb9e980a32a","SB2711672821","202214121127-v3.2.1","35","4","25","1","6","2","2","1","1"
"64a9bbc649cc8bba5c80a4b8","SB2710445255","202214121127-v3.2.1","4e2a47154bd142b6b853e95e5760eb4fc53565d3","10","149","3","3","7","1","79517e46af63ddcf8fd1a21e314288a294130771","4"
"64a9bbc649cc8bba7280a2f3","SB278791813","202214121127-v3.2.1","48","2","11","23","15","10","15","10","12"
"64a9bbc649cc8bbacf80a393","SB2711674013","202214121127-v3.2.1","86","24","31","4","26","16","29","2","2"
"64a9bbc649cc8bbb1980a4c4","SB279406429","202214121127-v3.2.1","661","83","28","110","3","18","1","110","40"
"64a9bbc649cc8bbbdf80a452","SB2711674032","202214121127-v3.2.1","769cd754a6516928752528fc8ef4b8e78469888b","83","28","ce418cf62d1f58253fa20e2c6fa423861d35f8bf","3","18","1","110","40"
"64a9bbc649cc8bbc1580a491","SB2710196115","202214121127-v3.2.1","53","1","7","1","9","20","20","1","6"
"64a9bbc649cc8bbcf180a356","SB278344828","202214121127-v3.2.1","53","1","7","1","9","20","20","1","6"
"64a9bbc649cc8bbdfa80a4c3","SB2711672556","202214121127-v3.2.1","edd0e50ef2746afa1d998c6cc56dbf7e900f275b","e6c212ac8a4b12babacb2bd3e36f633702c2d0f1","a6850fb7c9530c6c653f794d02439bc4167636f5","37","9","2","2","3","128"
"64a9bbc649cc8bbe9e80a3af","SB2710446019","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc649cc8bbf7580a23f","SB279406906","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc649cc8bc17080a49f","SB2711674258","202214121127-v3.2.1","86","24","31","4","26","16","29","2","2"
"64a9bbc649cc8bc28f80a31a","SB2711672617","202214121127-v3.2.1","35","4","25","1","6","2","2","1","1"
"64a9bbc649cc8bc2af80a40a","SB2711672733","202214121127-v3.2.1","1e69dcb78580356ab52ebe9e4c0283e43a54619c","29","2","3","3","16","1","4","23"
"64a9bbc649cc8bc2ef80a487","SB2711674040","202214121127-v3.2.1","4e2a47154bd142b6b853e95e5760eb4fc53565d3","10","149","3","3","7","1","79517e46af63ddcf8fd1a21e314288a294130771","4"
"64a9bbc649cc8bc34c80a4ef","SB277889633","202214121127-v3.2.1","14","18","12","17","14","14","14","14","14"
"64a9bbc649cc8bc37780a364","SB2710442271","202214121127-v3.2.1","636","7","3","3","68","74","7","4","5"
"64a9bbc649cc8bc3f080a382","SB279406986","202214121127-v3.2.1","32","1","25","9","8","2","10","1","7"
"64a9bbc649cc8bc44080a4ca","SB279406432","202214121127-v3.2.1","48","2","11","23","15","10","15","10","12"
"64a9bbc649cc8bc4ce80a20f","SB279407779","202214121127-v3.2.1","33","1","26","9","8","2","10","1","7"
"64a9bbc649cc8bc50c80a295","SB278791713","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc649cc8bc56180a47e","SB279407143","202214121127-v3.2.1","43","9","1","15","7","4","9","6","9"
"64a9bbc649cc8bc5f480a26e","SB2710445872","202214121127-v3.2.1","00867a67962f205ac8a35d66048918a56c42faec","58","3ed8eeba27ccdedfabd8e6bad0ccad87ba2c207f","4","17","25","31","18","20"
"64a9bbc649cc8bc62780a22f","SB279407111","202214121127-v3.2.1","35","4","25","1","6","2","2","1","1"
"64a9bbc649cc8bc64c80a379","SB279406799","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc649cc8bc65d80a438","SB277889605","202214121127-v3.2.1","682","83","28","4","3","18","1","110","156"
"64a9bbc649cc8bc6d380a221","SB2710441354","202214121127-v3.2.1","eea493fbf9e679d943f34ad132c336db04042d12","7","3","3","68","71415644079880064e249e3e157c3f2e873f19ec","7","4","5"
"64a9bbc649cc8bc79f80a42a","SB278344979","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc649cc8bc7b580a37c","SB278791588","202214121127-v3.2.1","2","8","2","7","3","7","1","4","2"
"64a9bbc649cc8bc94c80a4dd","SB278791296","202214121127-v3.2.1","292","16","1","16","30","4","182","6","27"
"64a9bbc649cc8bc9e880a41a","SB279407802","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc649cc8bca4380a4b5","SB278790704","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc649cc8bcaba80a4e3","SB278790537","202214121127-v3.2.1","29","2","23","6","4","1","6","1","1"
"64a9bbc649cc8bcb0780a21a","SB279408344","202214121127-v3.2.1","2a7f9b4e749ea8f5389dcc318c4aa5809eac515e","8","2","7","3","17f4a78339a772e75092c29fc5d147ad99f3d7d2","1","4","2"
"64a9bbc649cc8bcb6780a4e9","SB278791530","202214121127-v3.2.1","6e3e118e7523d567f6dbf21a1e9bbcdad67111bb","1","48","77","31","2","70","3","31"
"64a9bbc649cc8bcd2580a326","SB279408906","202214121127-v3.2.1","53","1","7","1","9","20","20","1","6"
"64a9bbc649cc8bcd3980a35a","SB2710445974","202214121127-v3.2.1","43","9","1","15","7","4","9","6","9"
"64a9bbc649cc8bcf7380a214","SB279407857","202214121127-v3.2.1","730","5","37","4","10","16","8","2","2"
"64a9bbc649cc8bcf9680a39e","SB277889361","202214121127-v3.2.1","9417a9e058435143110ab6457e0a48127d3adaa3","eac2f298da2be1a729beb7061041fccdf2d7b817","128","11","8ab86a0a710d5292f35288185c1a0103f357f070","181","98","102","c90300269ee357ecb4fa04cb9214b23ab9cb9287"
"64a9bbc649cc8bd06680a2fc","SB279407451","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc649cc8bd10580a4b9","SB278791082","202214121127-v3.2.1","962d9cb805a67fa18a9110885015624eb6bc6a33","00d2b5f4a165b72a9b53b509ccabd12def06e8c1","49","4872ce627376f864591444a269a275dda1d87c97","11","11","84edcb946ba9641bc8a63eb4fe10d671e722d6fc","10","3"
"64a9bbc649cc8bd12d80a2db","SB277889764","202214121127-v3.2.1","641","2","237","23","15","10","15","10","12"
"64a9bbc649cc8bd1ae80a2ca","SB277889508","202214121127-v3.2.1","367","8","104","7","3","7","1","4","2"
"64a9bbc649cc8bd27980a2c6","SB279406916","202214121127-v3.2.1","7e5ff78ad58d1bfea962c830fd0ee11cf804e4cc","87","47","3","10","74","8","9df3fc9a333af1369cf72cf8df3c7c8e66f957e5","2"
"64a9bbc649cc8bd27f80a366","SB279408729","202214121127-v3.2.1","09b1f2467f3e238e701ddc3d490b118978c324a2","88","24","127","76","4","72","1","9"
"64a9bbc649cc8bd2b780a354","SB2710445669","202214121127-v3.2.1","53","1","7","1","9","20","20","1","6"
"64a9bbc649cc8bd30880a299","SB278791793","202214121127-v3.2.1","0b1109fdf9ab70f53153417512a3b54e57365aad","83","28","9deaa362af32d74340a4d194fab4eb351a401965","3","18","1","110","40"
"64a9bbc649cc8bd34280a2e0","SB279406872","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc649cc8bd3ff80a2df","SB278790540","202214121127-v3.2.1","c8f61ca6c4634b2409a6d29de738643a2168423f","5","3","3","26","a8273d975e8ac4ee7629de2c41277299ea8c22ff","1","2","a9c1ae8cf0ad50c1963160867cf6468ceeb25a2e"
"64a9bbc649cc8bd42280a21b","SB2710445639","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc649cc8bd45180a2f2","SB278790735","202214121127-v3.2.1","197","2","1","6","4","1","6","1","1"
"64a9bbc649cc8bd45e80a4a2","SB279406461","202214121127-v3.2.1","48","2","11","23","15","10","15","10","12"
"64a9bbc649cc8bd54b80a44a","SB278344531","202214121127-v3.2.1","c2ed82ec9aaf2c0d2312e6c628b92739bbd4b11f","58","156","4","17","16","31","112","156"
"64a9bbc649cc8bd5ba80a308","SB278345002","202214121127-v3.2.1","960","10","2","3","3","18","1","4","23"
"64a9bbc649cc8bd7b380a3be","SB2710445967","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc649cc8bd82e80a532","SB278790363","202214121127-v3.2.1","1ffc026d1718334768a83d95be45d8120b65e109","1","1","2","1","1","4d124193340a30bf30d2d9b6418b53d177c94663","3","1"
"64a9bbc649cc8bd8c680a422","SB279407790","202214121127-v3.2.1","a1cc91d6ed4150841674a1d3c82b08368db0fee8","1","1","6173f9128ea989fc10aa911ff19e2bc243b28e88","1","1","2","3","1"
"64a9bbc649cc8bd90180a2be","SB279406746","202214121127-v3.2.1","10","4","18","10","5","2","4","1","6"
"64a9bbc649cc8bd91e80a365","SB2711674047","202214121127-v3.2.1","202","2","3","4","68","71","57","4","2"
"64a9bbc649cc8bdb6380a2dd","SB277889562","202214121127-v3.2.1","641","2","237","23","15","10","15","10","12"
"64a9bbc649cc8bdcb280a457","SB278791347","202214121127-v3.2.1","1739892db21b156a0c62a1f5c849da767b130b45","47","47","3","52","78","53","2","50"
"64a9bbc649cc8bdd1080a475","SB278790367","202214121127-v3.2.1","658","4","243","1","154","2","98","102","1"
"64a9bbc649cc8bdece80a2c2","SB278344936","202214121127-v3.2.1","757","31","46","24","36","12","67","26","10"
"64a9bbc649cc8be07580a292","SB278344690","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc649cc8be10280a37e","SB2710446100","202214121127-v3.2.1","8","23","9","8","12","9","11","7","13"
"64a9bbc649cc8be1e780a413","SB277889384","202214121127-v3.2.1","00867a67962f205ac8a35d66048918a56c42faec","58","3ed8eeba27ccdedfabd8e6bad0ccad87ba2c207f","4","17","25","31","18","20"
"64a9bbc649cc8be23780a2f5","SB278791559","202214121127-v3.2.1","032a16aec028a2b924e98eb61b8bb7337ab18fff","10","28","7","3","18","1","4","fca7f0db02924d66e301e7d6aa308eb401b3dd99"
"64a9bbc649cc8be28380a46a","SB279407201","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc649cc8be28980a2f6","SB278790778","202214121127-v3.2.1","27","4","24","10","5","2","4","1","6"
"64a9bbc649cc8be2d580a48e","SB2711672895","202214121127-v3.2.1","b4a318a2ce1c138ff3f2514a7d32cc1a9808c540","87","160","4","10","78","29","2","5"
"64a9bbc649cc8be35080a39d","SB277889444","202214121127-v3.2.1","e6616e1427bc84fbc4e6e80212cf8951871bfad1","22","41","21","92","23","141","fc49d80bcb17629bd2f12b1d4f72ff92727d995c","18"
"64a9bbc649cc8be38080a478","SB277889642","202214121127-v3.2.1","f3982d6f8a5b94194197a11d0ad7865e52f688f5","87","47","3","10","78","8","2","2"
"64a9bbc649cc8be39c80a314","SB278344721","202214121127-v3.2.1","254","31","46","24","36","12","67","26","70"
